freq,ipc,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 
A,MGE,P_MHAB,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.254 	1.342 	2.327 	0.502 	0.287 	2.519 	: 	0.795 	1.889 	2.307 	0.165 	0.501 	0.751 	2.351 	0.995 	3.084 	3.036 	2.443 	1.868 	1.946 	0.593 p
A,MGE,P_MHAB,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.127 	: 	0.287 	0.187 	: 	0.232 	0.278 	0.541 	0.209 	0.31 	1.472 	0.074 	0.171 	0.112 	0.501 	: 	0.061 	: 	0.186 	0.556 	0.05 	0.277 p
A,MGE,P_MHAB,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.002 	0.009 	: 	0.01 	0.008 	: 	0.003 	: 	0.008 	: 	0.005 	0.005 	0.012 	0.049 	0.015 	0.014 	0.007 	0.014 	0.01 	0.005 	0.028 	0.016 	0.013 	0.026 p
A,MGE,P_MHAB,UK	0.681 	0.808 	0.717 	1.538 	1.684 	1.752 	2.347 	2.324 	2.626 	2.874 	2.813 	3.263 	2.915 	3.103 	3.583 	3.864 	4.412 	6.49 	7.21 	7.999 	7.003 	6.906 	6.004 	4.456 	3.543 	4.074 	3.383 	3.281 	2.991 	2.89 	2.553 	2.723 	2.818 	2.067 p
A,MGE,P_MHAB,US	0.642 	0.771 	1.216 	1.855 	2.392 	2.621 	2.921 	3.27 	4.016 	4.376 	4.573 	4.56 	4.396 	5.214 	5.505 	6.487 	7.66 	9.382 	10.531 	11.437 	12.432 	11.057 	9.776 	9.182 	7.778 	6.927 	6.635 	6.048 	5.696 	5.063 	5.106 	4.833 	5.14 	3.878 p
A,MGE,P_MHAB,ZA	: 	: 	0.065 	0.032 	0.031 	0.03 	: 	: 	: 	0.028 	: 	0.027 	: 	0.025 	0.041 	0.169 	0.008 	0.008 	0.08 	0.028 	0.091 	0.119 	0.148 	0.03 	0.105 	0.172 	0.112 	0.123 	0.162 	0.069 	0.109 	0.111 	0.052 	: 
A,SMC,NR,AT	: 	1 	1.38 	3.25 	2 	7.33 	5 	6.62 	6 	4.5 	5.83 	5.67 	7.25 	7.14 	2.25 	5 	10.57 	18.19 	18.6 	21.79 	24.71 	28.65 	33.6 	37.17 	40.35 	29.41 	76.66 	67.23 	44.61 	64.11 	59.73 	50.46 	58.45 	50.19 p
A,SMC,NR,AU	1 	: 	1 	1 	3.33 	2.5 	3.25 	4.25 	1 	2 	1 	5 	3 	0.25 	7 	4 	3.38 	4 	11.5 	7.48 	15.78 	22.33 	19.3 	23.56 	12.19 	12.25 	11 	12.86 	20.32 	7.66 	18.3 	7.6 	10.67 	7.18 p
A,SMC,NR,BE	1 	3.5 	4 	4 	5 	1.75 	1 	4 	6.32 	8.04 	8.17 	5.25 	4.33 	8.89 	3.71 	16.78 	10.48 	29.75 	39.26 	38.45 	31.4 	52.1 	46.01 	51.69 	42.97 	58.83 	55.76 	49.3 	51.97 	69.39 	51.53 	69.72 	71.68 	67.27 p
A,SMC,NR,BG	1 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.5 	: 	: 	0.25 	: 	0.83 	1 	0.5 	0.25 	: 	0.1 p
A,SMC,NR,BR	: 	: 	: 	: 	: 	0.5 	: 	2 	: 	1 	0.33 	0.33 	: 	: 	: 	0.33 	: 	0.5 	: 	0.5 	: 	2 	: 	: 	1.25 	: 	: 	: 	0.2 	0.31 	: 	1 	1 	: 
A,SMC,NR,CA	3.5 	1 	7.14 	3.5 	5 	2 	2.69 	3.25 	8 	5 	11.22 	2.58 	6.31 	10.77 	18.96 	14.87 	14.17 	13 	7.37 	12.1 	28.54 	36.18 	25.85 	26.82 	34.7 	38.1 	40.67 	32.6 	32.2 	47.87 	37.16 	33.51 	17.07 	15.51 p
A,SMC,NR,CH	10.83 	15.83 	15.14 	13.27 	20.48 	17.25 	30.47 	35.5 	46.37 	36.48 	19.58 	33.33 	39.33 	20.33 	23.94 	25.62 	23.67 	55.08 	44.68 	38 	61.54 	82.3 	59.55 	43.7 	54.39 	48.95 	49.08 	61.67 	79.61 	85.8 	64.66 	77.48 	83.43 	66.56 p
A,SMC,NR,CN_X_HK	: 	: 	: 	: 	0.5 	1 	1 	: 	1 	: 	1.5 	: 	: 	: 	0.09 	0.64 	1.61 	1.82 	0.09 	4.5 	3.91 	10.47 	27.4 	13.7 	21.93 	29.93 	33.5 	41.92 	47.05 	88.85 	126.32 	125.54 	163.88 	109.02 p
A,SMC,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	0.33 	: 	: 	: 	: 	: 	1 p
A,SMC,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	1.67 	: 	: 	2.54 	0.6 	1 	: 	: 	0.2 	2 	0.58 	1.8 	0.5 	3 	3.57 	1.67 p
A,SMC,NR,DE	145.25 	154.08 	128.79 	119.58 	162.2 	170.21 	170.75 	199.02 	208.53 	225.68 	231.53 	209.54 	202.59 	221.99 	266.63 	281.78 	382.81 	433.75 	540.1 	578.26 	764.2 	645.97 	633.47 	532.93 	509.17 	569.77 	502.53 	536.42 	619.53 	645.71 	624.91 	529.51 	440.99 	289.49 p
A,SMC,NR,DK	: 	0.1 	0.25 	: 	: 	: 	0.5 	3 	1 	: 	1 	1 	: 	0.75 	: 	2 	1 	3 	8 	7 	3.07 	6 	10.92 	6 	6.61 	4.75 	17.35 	7.5 	12.33 	5.83 	8.17 	19.33 	11.75 	6.14 p
A,SMC,NR,EA18	227.42 	261.43 	269.33 	253.83 	311.53 	380.29 	377.25 	444.33 	486.5 	494.26 	477.92 	464.89 	401.33 	445 	507.92 	540.13 	703.24 	827.81 	1008.98 	1133.39 	1260.97 	1275.29 	1254.25 	1128.76 	1054.08 	1120.1 	1072.12 	1087.02 	1238.11 	1345.09 	1248.77 	1198.12 	1066.15 	773.43 p
A,SMC,NR,EA19	227.42 	261.43 	269.33 	253.83 	311.53 	380.29 	377.25 	444.33 	486.5 	494.26 	477.92 	464.89 	401.33 	445 	507.92 	540.13 	703.24 	827.81 	1008.98 	1133.39 	1260.97 	1275.29 	1254.25 	1128.76 	1055.62 	1120.1 	1072.12 	1087.02 	1239.61 	1345.09 	1248.77 	1198.12 	1068.51 	774.73 p
A,SMC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.13 	: 	: 	: 	: 	: 	: 	: 	: 	3.1 	: 	1 	2 	1 	: 	: 	: 	: 	: 	0.25 p
A,SMC,NR,EL	: 	: 	: 	: 	: 	0.5 	0.5 	: 	: 	: 	1.67 	1 	1 	: 	: 	: 	0.83 	0.33 	: 	0.5 	2 	3 	1.5 	2.33 	: 	1.37 	1 	: 	1.67 	1.11 	0.5 	3 	2.5 	0.33 p
A,SMC,NR,ES	: 	: 	2 	: 	: 	1 	1.17 	1 	1 	1 	1.33 	: 	: 	1 	2.38 	1.6 	4.5 	2.66 	4 	9.5 	3.4 	4.67 	6.71 	2.75 	7.89 	10.6 	20.6 	16.1 	20.53 	15.45 	16.84 	13.68 	22.21 	11.47 p
A,SMC,NR,EU27_2020	233.42 	265.53 	272.5 	260.83 	316.53 	384.54 	382.75 	455.5 	495.5 	507.27 	487.92 	478.22 	412.08 	455.29 	525.17 	571.88 	740.82 	875.64 	1057.54 	1197.39 	1294.88 	1324.86 	1292.58 	1162.17 	1098.33 	1142.61 	1126.38 	1127.93 	1297.72 	1379.35 	1296.5 	1239.34 	1112.11 	803.33 p
A,SMC,NR,EU28	256.42 	315.08 	317 	324.33 	389.03 	463.04 	460.75 	552.08 	580.11 	589.1 	554.02 	531.02 	473.66 	513.87 	590.4 	631.71 	802.92 	933.78 	1172.64 	1322.08 	1422.56 	1466.42 	1446.12 	1293.66 	1245.15 	1273.53 	1249.15 	1228.71 	1422.65 	1509.66 	1418.87 	1376.31 	1246.96 	897.9 p
A,SMC,NR,EX_SU	: 	: 	: 	: 	: 	: 	: 	2 	1 	2 	5 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SMC,NR,FI	1 	: 	: 	: 	1 	1 	1 	4 	: 	2 	4 	1 	: 	5 	6.2 	7.13 	16.33 	8.33 	10.33 	16.33 	12.83 	19.22 	13.27 	15.4 	20.17 	18 	18.83 	22.81 	17.28 	33.55 	21 	19.75 	11.28 	15.4 p
A,SMC,NR,FR	73.17 	80.15 	87.67 	86 	95.67 	137.5 	114.08 	118.5 	151.25 	128.27 	134.78 	142.25 	96.28 	93.7 	110.79 	109 	133.51 	146.86 	161.32 	194.68 	147.15 	178.09 	215.68 	207.92 	194.63 	203.37 	181.76 	215.27 	265.82 	287.14 	279.04 	291.88 	263.09 	193.61 p
A,SMC,NR,HK	: 	: 	: 	: 	: 	: 	0.5 	: 	: 	0.2 	: 	1 	: 	1 	: 	1.9 	: 	: 	1 	: 	1.25 	0.5 	0.33 	2 	1.53 	0.2 	1.28 	1 	1.33 	0.2 	: 	1 	: 	4.17 p
A,SMC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	0.27 p
A,SMC,NR,HU	1 	1 	: 	: 	1 	2 	: 	1 	1 	1 	2 	0.86 	1 	: 	: 	: 	: 	: 	: 	1 	: 	: 	1 	: 	: 	: 	: 	1 	0.83 	1.83 	2.5 	1 	: 	: 
A,SMC,NR,IE	: 	: 	: 	: 	1.67 	1 	1.5 	2 	: 	1.75 	0.72 	1.1 	0.33 	1 	4 	0.13 	0.14 	1.92 	3 	4.55 	4.17 	7.87 	9.38 	12.2 	3.97 	5 	7.75 	8.17 	9.8 	9.25 	4.92 	8 	8.64 	7.82 p
A,SMC,NR,IL	: 	0.5 	0.33 	: 	1.67 	0.25 	4.1 	2.25 	4.88 	0.83 	1 	3.17 	2.95 	5.23 	9.1 	10.75 	9.1 	10.25 	31.2 	38.78 	18.17 	27.87 	22.21 	15.05 	16.19 	17.58 	22.08 	12.7 	35.78 	17.32 	27.48 	13.63 	25.92 	15 p
A,SMC,NR,IN	: 	: 	: 	: 	: 	: 	: 	: 	0.83 	0.5 	1 	0.08 	: 	0.17 	0.5 	0.14 	1.25 	: 	0.17 	2 	0.95 	5.08 	2.75 	4.92 	3.9 	2.45 	2.59 	0.59 	3.23 	4.53 	6.82 	12.54 	5.47 	3.33 p
A,SMC,NR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	1 	0.33 	1.5 	: 	: 	0.75 	: 	0.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SMC,NR,IT	2 	4.2 	4 	5 	6 	14 	37.5 	37.42 	45 	45.43 	35.5 	31.25 	38.2 	59.43 	65.83 	60.51 	62.47 	88.88 	96.03 	79.48 	78.42 	73.95 	80.7 	68.89 	61.67 	82.42 	58.27 	63.5 	62.17 	81.86 	55.08 	74.61 	51.1 	31.05 p
A,SMC,NR,JP	214 	289.92 	332.17 	331.67 	400.08 	413.17 	419.65 	776.94 	832.11 	1111.27 	1201.33 	999.46 	771.21 	837.72 	742.68 	872.01 	1051.59 	1174.36 	1273.27 	1591.94 	1657.53 	1681.84 	1775.46 	1958.31 	1772.06 	1677.54 	1588.57 	1569.18 	1407.52 	1610.05 	1615.43 	1465.39 	1345.78 	863.3 p
A,SMC,NR,KR	: 	: 	: 	: 	: 	: 	: 	0.75 	1.5 	2.33 	1.67 	7.89 	30.1 	12 	18.5 	33.33 	18.77 	35.2 	37.57 	39.57 	57.13 	102.5 	134.1 	259.51 	290.69 	279.99 	289.77 	264.06 	325.2 	425.55 	495.81 	437.18 	456.31 	414.4 p
A,SMC,NR,LI	: 	: 	: 	: 	: 	0.5 	: 	2 	3.1 	: 	2 	0.67 	0.25 	1 	: 	: 	: 	: 	1 	0.5 	: 	1.17 	0.83 	1 	: 	2 	0.67 	1.5 	2.67 	1 	3.58 	: 	0.5 	0.5 p
A,SMC,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.54 	: 	: 	: 	1.5 	: 	: 	: 	2.36 	1.3 p
A,SMC,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	: 	: 	2 	0.33 	0.13 	1 	: 	2.75 	2.83 	2.33 	: 	0.64 	0.5 	1 	1.5 p
A,SMC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 	: 	1 	2 p
A,SMC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 	: 	1 	: 	: 	: 	: 	: 
A,SMC,NR,MX	: 	0.33 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	0.33 	2 	: 	: 	: 	0.25 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SMC,NR,NL	5 	18.5 	41.5 	36 	38 	46 	44.75 	71.58 	67.9 	77.6 	53.97 	66.83 	51.08 	44.84 	46 	57.81 	79.08 	96.63 	133.47 	186.35 	192.18 	255.49 	212.99 	190.59 	172.27 	139.87 	139.59 	100.51 	134.8 	130.69 	130.12 	129.27 	124.47 	100.39 p
A,SMC,NR,NO	: 	1 	0.75 	: 	: 	: 	: 	: 	: 	1 	1 	1 	: 	: 	: 	1 	: 	5.58 	5.07 	3 	3.5 	5.17 	5 	4.33 	3.65 	3.67 	5.7 	4.83 	6.83 	8 	9.17 	6.8 	2.53 	4 p
A,SMC,NR,NZ	: 	: 	: 	: 	: 	: 	: 	: 	3 	3 	1 	: 	: 	: 	: 	1 	1 	: 	3 	1 	: 	2 	0.67 	3.5 	1 	0.75 	5 	1.2 	: 	3.17 	2 	1 	2 	0.9 p
A,SMC,NR,PL	: 	: 	: 	: 	: 	: 	: 	0.5 	: 	1 	: 	: 	: 	1 	: 	: 	0.5 	2 	: 	1.67 	0.25 	3.4 	2.09 	0.75 	2.4 	0.33 	: 	1.33 	1.83 	2.34 	4.33 	3.27 	2.17 	6.28 p
A,SMC,NR,PT	: 	: 	: 	: 	: 	: 	: 	0.2 	0.5 	: 	0.42 	: 	: 	1 	: 	: 	0.5 	0.5 	: 	3.33 	0.5 	0.5 	: 	1 	: 	: 	2 	1.2 	4 	2.41 	3.17 	1 	1.17 	: 
A,SMC,NR,RO	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	0.67 	: 	0.67 	0.5 	0.75 	0.44 	0.5 	: 	: 	2.25 	3.08 	: 	1.29 	2.42 	1 p
A,SMC,NR,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.86 	1 	1 	3.33 	4.72 	7.57 	4.17 	5.58 	5.17 	7.53 	3.93 	7.27 	8.75 	6.67 	6.75 	6.2 	4 	5.67 	6.4 	5.74 	17.25 	8 	6.08 p
A,SMC,NR,SE	4 	3 	2.92 	7 	3 	2.25 	5 	6.67 	7 	10 	5 	11.48 	9.75 	8.2 	16.92 	29.75 	36.08 	42.83 	40.57 	53.67 	30.6 	39.5 	23.33 	25.42 	33.26 	16.92 	36.66 	29.08 	40.03 	20.17 	32.23 	16.07 	27.26 	14.8 p
A,SMC,NR,SG	: 	: 	0.33 	: 	: 	: 	: 	: 	: 	1 	: 	1.25 	4 	0.5 	1.5 	2 	7.68 	7.52 	13.02 	28.72 	27.61 	35.14 	27.12 	22.49 	17.05 	14.6 	12.5 	21.28 	30.27 	13.36 	10.46 	17.27 	15.5 	9.94 p
A,SMC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.25 	1 	: 	: 	1 	: 	1 	0.17 	: 	: 	: 	1.33 	: 	: 	: 	: 	1 	2.62 	: 	1 	3 	: 
A,SMC,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.25 	: 	0.33 	: 	0.14 	1 	0.33 	: 	: 	0.8 	2.75 	2 	: 
A,SMC,NR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.33 	0.33 	1 	1.83 	0.22 	9.17 	4 	5 	1.5 p
A,SMC,NR,TW	: 	: 	: 	: 	0.5 	1 	: 	2 	1 	1.58 	2 	: 	2.25 	0.2 	13.98 	3.25 	13.67 	11.17 	9.32 	16.3 	26.12 	18.01 	40.68 	30.35 	37.44 	55.22 	52.48 	62.41 	64.2 	121.28 	100.25 	101.63 	90.04 	67.87 p
A,SMC,NR,UK	23 	49.55 	44.5 	63.5 	72.5 	78.5 	78 	96.58 	84.61 	81.83 	66.1 	52.8 	61.58 	58.58 	65.23 	59.83 	62.1 	58.14 	115.1 	124.69 	127.68 	141.56 	153.54 	131.49 	146.82 	130.92 	122.77 	100.78 	124.93 	130.31 	122.37 	136.97 	134.85 	94.57 p
A,SMC,NR,US	291.58 	377.33 	402.13 	463.76 	574.65 	546.08 	617.09 	672.48 	746.94 	810.79 	856.64 	862.37 	927.52 	915.3 	1061.17 	1060.22 	1090.45 	1199.97 	1320.55 	1704.85 	1675.24 	1695.02 	1655.25 	1612.54 	1299.93 	1226.79 	1097.33 	1061.38 	1152 	1098.19 	998.42 	932.81 	903.8 	681.04 p
A,SMC,NR,WORLD	779 	1001 	1076 	1139 	1396 	1449 	1542.2 	2058 	2234 	2573 	2666.4 	2455.25 	2266 	2326 	2497 	2675 	3054 	3472.167 	3950 	4823.764 	5024 	5223 	5284.614 	5374.5 	4839.639 	4709.917 	4481.333 	4406.746 	4667.333 	5072.19 	4979.75 	4660.833 	4403.972 	3199.25 p
A,SMC,NR,ZA	1 	: 	: 	: 	0.5 	1 	2 	: 	1 	1 	1 	: 	1 	1 	: 	1 	1 	: 	1.5 	3 	3 	: 	: 	5 	: 	2 	: 	2 	4 	4 	4 	1.5 	2 	: 
A,SMC,P_MACT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.588 	1.298 	2.767 	4.756 	4.852 	5.656 	6.403 	7.35 	8.661 	9.341 	10.373 	7.407 	18.986 	16.303 	10.707 	15.245 	14.153 	11.884 	13.615 	11.575 p
A,SMC,P_MACT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.073 	2.176 	0.894 	4.013 	2.504 	7.06 	9.206 	8.784 	7.145 	12.001 	10.455 	11.661 	9.511 	12.718 	11.999 	10.416 	10.874 	14.456 	10.528 	14.357 	14.65 	13.598 p
A,SMC,P_MACT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.149 	0.152 	: 	: 	0.073 	: 	0.233 	0.286 	0.147 	0.075 	: 	0.03 p
A,SMC,P_MACT,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.898 	: 	0.839 	: 	: 	: 	: 	: 	2.305 p
A,SMC,P_MACT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.324 	: 	: 	0.498 	0.118 	0.196 	: 	: 	0.038 	0.385 	0.111 	0.34 	0.095 	0.574 	0.679 	0.315 p
A,SMC,P_MACT,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.188 	5.672 	6.81 	7.232 	9.803 	11.085 	13.74 	14.585 	19.308 	16.3 	15.97 	13.412 	12.739 	13.942 	12.175 	12.938 	14.907 	15.534 	15.037 	12.857 	10.665 	6.94 p
A,SMC,P_MACT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.265 	: 	0.72 	0.357 	1.068 	2.846 	2.459 	1.083 	2.093 	3.826 	2.097 	2.281 	1.642 	5.944 	2.573 	4.173 	1.978 	2.794 	6.61 	4.041 	2.125 p
A,SMC,P_MACT,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.976 	7.215 	8.007 	8.821 	8.835 	8.586 	7.607 	7.029 	7.359 	6.961 	6.988 	7.876 	8.539 	7.925 	7.631 	6.741 	4.882 p
A,SMC,P_MACT,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.127 	7.912 	8.719 	8.736 	8.492 	7.524 	6.966 	7.284 	6.893 	6.92 	7.811 	8.457 	7.849 	7.56 	6.693 	4.846 p
A,SMC,P_MACT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.608 	: 	1.493 	2.888 	1.451 	: 	: 	: 	: 	: 	0.368 p
A,SMC,P_MACT,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 	: 	: 	: 	0.194 	0.077 	: 	0.109 	0.434 	0.64 	0.316 	0.484 	: 	0.277 	0.201 	: 	0.334 	0.22 	0.099 	0.608 	0.511 	0.068 p
A,SMC,P_MACT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.064 	0.152 	0.101 	0.28 	0.163 	0.241 	0.559 	0.193 	0.259 	0.354 	0.139 	0.387 	0.501 	0.946 	0.718 	0.89 	0.664 	0.721 	0.584 	0.947 	0.495 p
A,SMC,P_MACT,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.385 	5.668 	5.41 	5.467 	5.305 	5.177 	5.937 	6.282 	5.916 	5.75 	5.173 	3.715 p
A,SMC,P_MACT,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.013 	2.512 	2.864 	6.53 	3.347 	4.112 	6.383 	4.955 	7.379 	5.085 	5.924 	7.777 	6.868 	7.111 	8.527 	6.393 	12.528 	7.86 	7.363 	4.193 	5.754 p
A,SMC,P_MACT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.965 	3.841 	4.526 	4.419 	5.379 	5.897 	6.437 	7.666 	5.74 	6.884 	8.259 	7.688 	7.138 	7.405 	6.578 	7.728 	9.477 	10.147 	9.822 	10.269 	9.182 	6.728 p
A,SMC,P_MACT,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.039 	: 	: 	: 	: 	: 	0.147 p
A,SMC,P_MACT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.246 	: 	: 	0.244 	: 	: 	: 	: 	0.237 	0.199 	0.439 	0.595 	0.237 	: 	: 
A,SMC,P_MACT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.242 	0.721 	2.807 	0.09 	0.093 	1.231 	1.823 	2.655 	2.359 	4.332 	5.044 	6.43 	2.033 	2.449 	3.621 	3.634 	4.309 	4.15 	2.252 	3.694 	4.011 	3.615 p
A,SMC,P_MACT,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.565 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,SMC,P_MACT,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.609 	2.907 	2.672 	2.747 	3.89 	4.154 	3.413 	3.339 	3.122 	3.378 	2.858 	2.537 	3.394 	2.387 	2.605 	2.511 	3.327 	2.241 	3.026 	2.023 	1.229 p
A,SMC,P_MACT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.966 	: 	: 	: 	0.99 	: 	: 	: 	1.603 	0.887 p
A,SMC,P_MACT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.134 	: 	: 	10.576 	1.713 	0.668 	5.048 	: 	13.428 	13.374 	10.944 	: 	2.767 	2.116 	4.019 	5.912 p
A,SMC,P_MACT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.875 	: 	: 	: 	0.97 	1.972 p
A,SMC,P_MACT,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.621 	: 	5.931 	: 	: 	: 	: 	: 
A,SMC,P_MACT,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.226 	6.291 	6.333 	7.744 	10.382 	12.381 	16.87 	23.193 	23.54 	30.722 	25.15 	22.378 	20.097 	16.265 	16.081 	11.398 	15.128 	14.558 	14.777 	14.815 	14.047 	11.239 p
A,SMC,P_MACT,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.501 	2.204 	2.116 	1.837 	1.541 	1.535 	2.338 	1.934 	2.648 	3.099 	3.535 	2.593 	0.947 	1.483 p
A,SMC,P_MACT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.117 	: 	0.096 	0.014 	0.196 	0.121 	0.044 	0.141 	0.019 	: 	0.079 	0.108 	0.136 	0.253 	0.19 	0.125 	0.362 p
A,SMC,P_MACT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.204 	: 	: 	0.099 	0.097 	: 	0.641 	0.095 	0.093 	: 	0.182 	: 	: 	0.36 	0.215 	0.716 	0.435 	0.572 	0.184 	0.217 	: 
A,SMC,P_MACT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.058 	: 	0.059 	0.048 	0.076 	0.044 	0.051 	: 	: 	0.227 	0.312 	: 	0.14 	0.262 	0.109 p
A,SMC,P_MACT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.15 	1.847 	3.831 	6.679 	8.076 	9.651 	9.176 	12.063 	6.81 	8.609 	5.071 	5.501 	7.174 	3.589 	7.692 	6.01 	8.173 	4.11 	6.513 	3.203 	5.387 	2.893 p
